Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Teams
3001,3,S3,1,1,0,0,2,3,0,4,7,1,3,0,1,0,0,0,3,6,21,3,3,-0.3050847457627117,0.1378966685488424,0.1358,HOF @ CSUF
3002,3,S3,1,2,0,2,4,2,0,5,6,1,2,2,0,0,0,0,8,16,25,5,5,1.6949152542372885,0.3699738386679118,0.3951999999999999,TOL @ TCU
3003,3,S3,1,2,1,2,3,1,0,4,8,2,0,4,1,0,0,0,8,18,26,5,5,1.455326876513317,0.3540342934252819,0.5752,RIC @ NEB
3004,3,S3,1,1,0,0,0,4,0,5,9,3,0,1,2,1,0,0,1,4,22,1,1,-2.9661016949152543,-0.1201857338366444,-0.4934,UOM @ IND
3005,3,S3,1,3,0,2,3,1,0,4,3,2,2,5,1,1,0,0,8,19,24,6,6,2.381724392041267,0.4306354599185423,0.7964,VT @ WSU
3006,3,S3,2,2,2,2,5,5,0,5,4,1,5,0,0,0,0,1,11,23,30,9,9,5.694915254237288,0.8180895938465156,0.8670000000000001,NEB @ HOF
3007,3,S3,2,0,0,4,1,3,1,6,5,0,2,2,3,0,0,0,5,9,26,2,2,-0.75181598062954,0.1333200077109962,-0.0979999999999999,TCU @ WSU
3008,3,S3,2,1,0,1,0,0,0,5,2,0,4,2,3,0,0,0,2,6,18,1,1,-2.618275607958733,-0.1174802952600615,-0.233,IND @ TOL
3009,3,S3,2,1,0,1,0,1,0,5,6,3,1,1,2,0,0,0,2,6,18,3,3,-0.3050847457627119,0.1138387909595405,0.1358,VT @ UOM
3010,3,S3,2,0,0,2,0,3,0,4,8,3,0,1,2,0,0,0,2,4,20,1,1,-2.305084745762712,-0.0701226239809248,-0.2816,RIC @ CSUF
4001,4,S4,1,1,0,2,1,0,0,4,12,0,2,4,2,0,0,0,4,9,28,1,1,-3.0816326530612246,-0.1541217512646084,-0.6141000000000001,MIC @ UWO
4002,4,S4,1,1,1,1,2,5,0,7,8,1,1,4,2,1,0,0,5,11,32,3,3,-0.7482993197278913,0.101217512646084,0.1095,VT @ WWU
4003,4,S4,1,0,3,5,4,3,1,6,7,0,1,3,4,2,0,1,12,23,36,8,8,3.918367346938776,0.5953915925344497,0.9631,GT @ CLM
4004,4,S4,1,2,0,0,6,0,0,4,6,1,4,0,6,0,1,1,8,14,28,5,5,1.4285714285714286,0.3079016221873365,0.1999,SBU @ WSU
4005,4,S4,1,2,0,2,3,5,0,7,6,0,5,1,3,0,1,2,7,15,34,3,3,-0.2303506017791733,0.1805197976626548,-0.3865,ULA @ NU
4006,4,S4,1,1,1,1,2,7,0,7,10,0,4,2,3,0,2,0,5,11,38,3,3,-2.348299319727891,-0.0147706261991976,-0.8654999999999999,UNC @ VAN
4007,4,S4,2,0,0,0,1,3,0,2,4,2,2,2,6,3,0,0,1,1,20,0,0,-3.304761904761905,-0.2204465375893947,-0.6403,UNC @ NU
4008,4,S4,2,0,2,1,2,1,0,7,6,1,2,4,2,0,0,0,5,10,27,3,3,-0.5714285714285716,0.0913971742543171,-0.2340999999999999,SBU @ CLM
4009,4,S4,2,2,2,3,7,3,0,2,9,1,2,5,6,0,1,0,14,27,41,12,12,7.918367346938775,1.022899005756149,0.4231,VT @ UWO
4010,4,S4,2,3,0,1,2,5,0,11,4,2,4,1,1,0,0,0,6,16,32,6,6,2.4285714285714284,0.418904587476016,0.5685,ULA @ VAN
4011,4,S4,2,1,1,1,0,0,0,6,5,0,8,2,3,0,0,0,3,9,27,1,1,-3.0816326530612246,-0.1596232339089482,-0.6552999999999999,GT @ WSU
4012,4,S4,2,3,2,1,2,3,0,8,11,3,3,3,2,1,1,1,8,22,39,7,7,0.6517006802721089,0.2907308564451422,-0.3351,MIC @ WWU
5001,5,S5,1,1,0,1,11,4,0,9,5,0,2,2,4,2,0,0,13,17,39,4,4,-0.6037735849056599,0.1953198977003822,-0.0899,CCU @ NCS
5002,5,S5,1,1,0,4,4,5,0,1,3,0,5,9,5,1,0,0,9,16,37,9,9,4.39622641509434,0.6822072178957181,0.7577,SLC @ LOU
5003,5,S5,1,1,0,2,4,4,0,4,7,0,0,3,4,1,2,0,7,12,29,4,4,-0.0283018867924527,0.2004163482930469,-0.1190999999999999,NEB @ WSU
5004,5,S5,1,0,2,2,4,5,0,4,5,0,4,1,6,1,0,0,8,14,33,6,6,1.9716981132075475,0.413529028097711,0.2633,UNC @ GT
5005,5,S5,2,0,0,1,1,1,0,3,6,2,5,3,6,1,0,0,2,3,26,1,1,-3.60377358490566,-0.1899125210299338,-0.6785,LOU @ CCU
5006,5,S5,2,2,0,3,3,2,0,10,5,0,0,4,5,0,1,0,8,17,34,4,4,-0.6037735849056599,0.1690945380910542,0.0450999999999999,GT @ NEB
5007,5,S5,2,1,2,1,4,0,0,5,8,1,0,4,1,2,1,1,8,16,26,3,3,-1.0283018867924527,0.0807473285860509,0.0656999999999999,NCS @ SLC
5008,5,S5,2,1,1,2,6,3,1,7,4,1,4,4,1,1,2,0,10,17,33,5,5,0.9716981132075472,0.326641707902375,0.1391000000000001,WSU @ UNC
5009,5,S5,3,1,0,1,0,0,0,3,10,1,1,5,2,0,0,0,2,6,23,1,1,-3.0283018867924527,-0.1520343709256091,-0.4791,UNC @ CCU
5010,5,S5,3,4,0,3,3,4,0,3,7,0,5,3,4,2,0,0,10,25,36,7,7,2.39622641509434,0.4756508779933862,0.2747000000000001,NEB @ LOU
